,SPY buy-and-hold,Monthly equal weight,Trend inverse-vol proxy,Sparse tangent proxy
2022-03-30,1.833931,1.497131,1.374487,1.335016
2022-03-31,1.805705,1.489635,1.373887,1.334169
2022-04-01,1.810822,1.491966,1.373736,1.334365
2022-04-04,1.826335,1.500593,1.381076,1.341609
2022-04-05,1.803266,1.480248,1.380184,1.340620
2022-04-06,1.785234,1.467914,1.379100,1.339170
2022-04-07,1.794230,1.468098,1.383073,1.343054
2022-04-08,1.789433,1.460852,1.384454,1.344072
2022-04-11,1.758847,1.448009,1.383748,1.342682
2022-04-12,1.752330,1.450752,1.388130,1.346552
2022-04-13,1.772400,1.462777,1.389080,1.347608
2022-04-14,1.750331,1.448416,1.388649,1.346967
2022-04-18,1.751050,1.447530,1.393133,1.351242
2022-04-19,1.779317,1.454839,1.393790,1.352976
2022-04-20,1.777998,1.456591,1.389407,1.348459
2022-04-21,1.751410,1.441698,1.387067,1.345885
2022-04-22,1.703353,1.422443,1.382239,1.340780
2022-04-25,1.713229,1.428154,1.381725,1.341171
2022-04-26,1.663612,1.411290,1.380660,1.339265
2022-04-27,1.668290,1.407045,1.384079,1.342994
2022-04-28,1.710430,1.425980,1.396405,1.355535
2022-04-29,1.647220,1.397386,1.392209,1.347633
2022-05-02,1.657135,1.397671,1.389585,1.349827
2022-05-03,1.664731,1.403047,1.388872,1.348840
2022-05-04,1.715428,1.424589,1.384648,1.344698
2022-05-05,1.654456,1.390437,1.391284,1.349462
2022-05-06,1.644581,1.380330,1.393738,1.351175
2022-05-09,1.591926,1.355056,1.388202,1.345829
2022-05-10,1.595604,1.359436,1.386952,1.346676
2022-05-11,1.570256,1.350634,1.391267,1.348041
2022-05-12,1.568617,1.350416,1.393667,1.354160
2022-05-13,1.606119,1.362555,1.387617,1.351557
2022-05-16,1.599602,1.359255,1.387434,1.348807
2022-05-17,1.632507,1.368306,1.376761,1.340551
2022-05-18,1.566698,1.347917,1.381956,1.342461
2022-05-19,1.557102,1.348632,1.377405,1.333634
2022-05-20,1.557782,1.350366,1.379820,1.336109
2022-05-23,1.586928,1.355661,1.372773,1.329000
2022-05-24,1.574814,1.353489,1.372939,1.326747
2022-05-25,1.588727,1.364351,1.374065,1.330149
2022-05-26,1.620472,1.378273,1.370117,1.328052
2022-05-27,1.660254,1.396319,1.368189,1.328006
2022-05-31,1.650938,1.384640,1.370306,1.329535
2022-06-01,1.637584,1.382293,1.380882,1.338219
2022-06-02,1.668770,1.397840,1.368796,1.329356
2022-06-03,1.641383,1.384409,1.374839,1.333011
2022-06-06,1.646380,1.381028,1.377861,1.336028
2022-06-07,1.662173,1.391443,1.376350,1.335621
2022-06-08,1.644101,1.381715,1.380379,1.338177
2022-06-09,1.605000,1.367481,1.390451,1.344807
2022-06-10,1.558462,1.349585,1.401530,1.351858
2022-06-13,1.499290,1.309221,1.415127,1.360383
2022-06-14,1.494772,1.305864,1.418149,1.362865
2022-06-15,1.516082,1.323415,1.407070,1.354319
2022-06-16,1.465905,1.300277,1.393472,1.339005
2022-06-17,1.469066,1.305747,1.407573,1.351939
2022-06-21,1.506047,1.313031,1.402537,1.349667
2022-06-22,1.503317,1.317622,1.400523,1.347698
2022-06-23,1.518053,1.326130,1.402033,1.349997
2022-06-24,1.566318,1.341881,1.399012,1.350242
2022-06-27,1.560335,1.337113,1.396494,1.347584
2022-06-28,1.528453,1.323681,1.404551,1.352776
2022-06-29,1.527208,1.325521,1.412609,1.359946
2022-06-30,1.514801,1.319936,1.408077,1.354583
2022-07-01,1.530822,1.329649,1.412609,1.358962
2022-07-05,1.533713,1.334852,1.432754,1.372013
2022-07-06,1.538893,1.329275,1.439300,1.375210
2022-07-07,1.561941,1.342344,1.439804,1.376975
2022-07-08,1.560657,1.340408,1.438797,1.376163
2022-07-11,1.542829,1.333475,1.455416,1.387636
2022-07-12,1.529176,1.330430,1.454912,1.385944
2022-07-13,1.521145,1.331322,1.451890,1.383770
2022-07-14,1.517451,1.326462,1.461962,1.389580
2022-07-15,1.546442,1.339473,1.453401,1.384096
2022-07-18,1.533673,1.330884,1.445343,1.377100
2022-07-19,1.575112,1.349450,1.436279,1.372526
2022-07-20,1.585150,1.357173,1.440307,1.374970
2022-07-21,1.601292,1.370683,1.436279,1.374631
2022-07-22,1.586435,1.365201,1.434264,1.372551
2022-07-25,1.588363,1.362578,1.432250,1.370666
2022-07-26,1.569571,1.355108,1.443329,1.378274
2022-07-27,1.610327,1.374258,1.431243,1.372360
2022-07-28,1.630524,1.387215,1.430235,1.374424
2022-07-29,1.654295,1.394937,1.424696,1.371597
2022-08-01,1.649396,1.399325,1.419156,1.367519
2022-08-02,1.638515,1.392078,1.428221,1.373525
2022-08-03,1.664173,1.409500,1.432250,1.378545
2022-08-04,1.663049,1.412409,1.423185,1.373154
2022-08-05,1.660238,1.405507,1.435271,1.381399
2022-08-08,1.658310,1.411525,1.433257,1.380698
2022-08-09,1.651725,1.403752,1.431746,1.379480
2022-08-10,1.686418,1.418407,1.416135,1.368469
2022-08-11,1.686418,1.411857,1.417142,1.368959
2022-08-12,1.714967,1.430000,1.422681,1.376209
2022-08-15,1.722034,1.431926,1.435271,1.385213
2022-08-16,1.725408,1.431196,1.434768,1.384780
2022-08-17,1.713161,1.418557,1.436782,1.384923
2022-08-18,1.718140,1.422671,1.447861,1.393872
2022-08-19,1.695051,1.405875,1.456926,1.399023
2022-08-22,1.659756,1.389380,1.469013,1.406022
2022-08-23,1.655741,1.389027,1.462970,1.401734
2022-08-24,1.661041,1.391377,1.463977,1.403209
2022-08-25,1.684491,1.405684,1.461459,1.402868
2022-08-26,1.627472,1.380057,1.466998,1.402648
2022-08-29,1.616711,1.372822,1.467502,1.402521
2022-08-30,1.598963,1.362991,1.466998,1.400102
2022-08-31,1.586797,1.354621,1.465991,1.397592
2022-09-01,1.591776,1.350223,1.479085,1.407294
2022-09-02,1.574991,1.346649,1.479589,1.407842
2022-09-06,1.569049,1.337447,1.488150,1.413644
2022-09-07,1.597237,1.355081,1.477574,1.408044
2022-09-08,1.607677,1.357121,1.480596,1.410310
2022-09-09,1.632652,1.369117,1.470020,1.403911
2022-09-12,1.650199,1.375052,1.462466,1.399491
2022-09-13,1.578445,1.343520,1.482610,1.409896
2022-09-14,1.584468,1.346295,1.479589,1.407326
2022-09-15,1.566479,1.334719,1.480596,1.404747
2022-09-16,1.554528,1.329470,1.480596,1.404745
2022-09-19,1.566584,1.335184,1.479589,1.404725
2022-09-20,1.548601,1.324919,1.486639,1.408650
2022-09-21,1.521588,1.320723,1.501244,1.419417
2022-09-22,1.508807,1.306981,1.503258,1.420230
2022-09-23,1.483527,1.294838,1.526927,1.435667
2022-09-26,1.468851,1.284301,1.544050,1.447174
2022-09-27,1.465101,1.279844,1.544553,1.447611
2022-09-28,1.493929,1.302718,1.524409,1.435581
2022-09-29,1.462723,1.286103,1.518366,1.428899
2022-09-30,1.440104,1.275578,1.518366,1.427243
2022-10-03,1.478124,1.298315,1.511316,1.428229
2022-10-04,1.523926,1.320974,1.490668,1.417808
2022-10-05,1.520378,1.317135,1.504769,1.427558
2022-10-06,1.504694,1.312618,1.519877,1.437918
2022-10-07,1.462723,1.289095,1.525920,1.437855
2022-10-10,1.451554,1.277725,1.532467,1.439742
2022-10-11,1.442362,1.275241,1.533474,1.439546
2022-10-12,1.437604,1.276238,1.533474,1.440025
2022-10-13,1.475544,1.285952,1.523402,1.433899
2022-10-14,1.441918,1.268132,1.533978,1.437753
2022-10-17,1.478971,1.284535,1.518366,1.428788
2022-10-18,1.496348,1.292405,1.517359,1.429579
2022-10-19,1.485745,1.281045,1.528438,1.435339
2022-10-20,1.473286,1.272016,1.529445,1.434989
2022-10-21,1.509089,1.285201,1.516352,1.430107
2022-10-24,1.527555,1.288738,1.517862,1.432099
2022-10-25,1.551948,1.305905,1.501244,1.421364
2022-10-26,1.540255,1.303387,1.485632,1.409447
2022-10-27,1.532031,1.303277,1.497215,1.417561
2022-10-28,1.568479,1.316706,1.499733,1.420551
2022-10-31,1.557149,1.309183,1.512323,1.428035
2022-11-01,1.550335,1.311423,1.511819,1.428790
2022-11-02,1.511428,1.291187,1.518366,1.429870
2022-11-03,1.495864,1.283164,1.530956,1.437765
2022-11-04,1.517395,1.291246,1.502251,1.422272
2022-11-07,1.531909,1.292073,1.493690,1.416119
2022-11-08,1.540175,1.299850,1.487143,1.415497
2022-11-09,1.508444,1.285629,1.498222,1.420842
2022-11-10,1.591339,1.334007,1.463977,1.405708
2022-11-11,1.606741,1.339530,1.442825,1.391783
2022-11-14,1.593073,1.333462,1.449372,1.396183
2022-11-15,1.606661,1.345352,1.444336,1.393921
2022-11-16,1.594404,1.340827,1.441315,1.390330
2022-11-17,1.589525,1.334391,1.446854,1.392951
2022-11-18,1.596742,1.334653,1.450883,1.395361
2022-11-21,1.590936,1.332215,1.463473,1.403611
2022-11-22,1.612345,1.342731,1.454408,1.398421
2022-11-23,1.622505,1.350219,1.439300,1.388665
2022-11-25,1.622143,1.348416,1.439300,1.388786
2022-11-28,1.596258,1.336961,1.449876,1.393651
2022-11-29,1.593517,1.335497,1.452394,1.396221
2022-11-30,1.643713,1.360604,1.467913,1.394141
2022-12-01,1.642504,1.368369,1.462457,1.384923
2022-12-02,1.640609,1.369948,1.462569,1.382932
2022-12-05,1.611096,1.351150,1.451539,1.385555
2022-12-06,1.587872,1.343904,1.443234,1.385085
2022-12-07,1.585170,1.349175,1.442984,1.383431
2022-12-08,1.597588,1.353440,1.445213,1.381227
2022-12-09,1.585654,1.344220,1.441750,1.383282
2022-12-12,1.608515,1.351459,1.450006,1.384027
2022-12-13,1.620692,1.362171,1.453835,1.379285
2022-12-14,1.610330,1.356641,1.445764,1.373157
2022-12-15,1.570938,1.339197,1.437153,1.376286
2022-12-16,1.552391,1.332515,1.431141,1.378539
2022-12-19,1.539227,1.320969,1.424019,1.377197
2022-12-20,1.541334,1.319996,1.420772,1.373754
2022-12-21,1.564380,1.330807,1.433150,1.377781
2022-12-22,1.542063,1.317807,1.424795,1.374982
2022-12-23,1.550933,1.318262,1.428118,1.375921
2022-12-27,1.544817,1.309523,1.420869,1.376864
2022-12-28,1.525618,1.298135,1.410424,1.378167
2022-12-29,1.553080,1.314805,1.422549,1.375110
2022-12-30,1.548989,1.311993,1.427775,1.372379
2023-01-03,1.542468,1.316406,1.439727,1.385014
2023-01-04,1.554376,1.326936,1.453277,1.384635
2023-01-05,1.536635,1.319616,1.435182,1.390473
2023-01-06,1.571874,1.340465,1.462031,1.383038
2023-01-09,1.570983,1.342930,1.465313,1.377334
2023-01-10,1.582000,1.346054,1.470699,1.380443
2023-01-11,1.602008,1.358514,1.469689,1.381568
2023-01-12,1.607841,1.368982,1.486691,1.375860
2023-01-13,1.614079,1.372807,1.504534,1.379011
2023-01-17,1.611122,1.369890,1.494686,1.380328
2023-01-18,1.585685,1.365447,1.490394,1.377922
2023-01-19,1.574142,1.360473,1.514044,1.378034
2023-01-20,1.603467,1.368732,1.508994,1.377442
2023-01-23,1.622706,1.377635,1.511856,1.380709
2023-01-24,1.620964,1.380063,1.517327,1.380219
2023-01-25,1.621572,1.381021,1.524313,1.378238
2023-01-26,1.639394,1.386522,1.510510,1.379316
2023-01-27,1.643160,1.389032,1.508405,1.381070
2023-01-30,1.622544,1.377842,1.504534,1.382711
2023-01-31,1.646401,1.391845,1.520621,1.384590
2023-02-01,1.663898,1.406510,1.540759,1.383132
2023-02-02,1.688120,1.419348,1.551858,1.382336
2023-02-03,1.670177,1.404573,1.529812,1.382914
2023-02-06,1.659970,1.397370,1.520643,1.387255
2023-02-07,1.681680,1.404732,1.532135,1.386817
2023-02-08,1.663291,1.396534,1.520836,1.387192
2023-02-09,1.648871,1.385082,1.507534,1.381264
2023-02-10,1.652720,1.381926,1.504396,1.385075
2023-02-13,1.672121,1.390517,1.512994,1.381781
2023-02-14,1.671351,1.391461,1.514658,1.381394
2023-02-15,1.676779,1.393115,1.515359,1.384561
2023-02-16,1.653692,1.380278,1.501483,1.384498
2023-02-17,1.649560,1.381526,1.502804,1.385314
2023-02-21,1.616469,1.359916,1.477355,1.383609
2023-02-22,1.614241,1.362879,1.478794,1.384553
2023-02-23,1.622827,1.370790,1.487842,1.385394
2023-02-24,1.605492,1.359966,1.474339,1.388309
2023-02-27,1.610960,1.364222,1.481811,1.385417
2023-02-28,1.605006,1.365203,1.482164,1.389184
2023-03-01,1.598849,1.360586,1.478799,1.384877
2023-03-02,1.611284,1.363589,1.484287,1.390671
2023-03-03,1.637125,1.381463,1.496944,1.390357
2023-03-06,1.638260,1.376123,1.492929,1.386090
2023-03-07,1.613147,1.367129,1.484733,1.394280
2023-03-08,1.615780,1.367635,1.484038,1.393862
2023-03-09,1.585969,1.356002,1.472782,1.389697
2023-03-10,1.563084,1.354904,1.466064,1.384182
2023-03-13,1.560857,1.355307,1.464384,1.377487
2023-03-14,1.586658,1.363028,1.474367,1.378198
2023-03-15,1.576734,1.366751,1.476623,1.389375
2023-03-16,1.604398,1.377644,1.487975,1.390129
2023-03-17,1.585639,1.376283,1.483941,1.387513
2023-03-20,1.600885,1.377787,1.485152,1.382936
2023-03-21,1.621906,1.382821,1.491019,1.380310
2023-03-22,1.594258,1.376466,1.482836,1.373074
2023-03-23,1.598568,1.380775,1.486990,1.376900
2023-03-24,1.609058,1.383635,1.489024,1.381704
2023-03-27,1.612067,1.376675,1.485555,1.377430
2023-03-28,1.608448,1.376180,1.484603,1.375322
2023-03-29,1.631827,1.386218,1.495595,1.378059
2023-03-30,1.641381,1.392180,1.500313,1.375022
2023-03-31,1.664516,1.406733,1.514534,1.378101
2023-04-03,1.670859,1.408390,1.517943,1.375865
2023-04-04,1.661588,1.406380,1.520813,1.377499
2023-04-05,1.657238,1.403334,1.517620,1.379081
2023-04-06,1.663703,1.405866,1.520829,1.378166
2023-04-10,1.665410,1.404210,1.514349,1.381047
2023-04-11,1.665857,1.405950,1.516422,1.379986
2023-04-12,1.659068,1.401540,1.514426,1.376479
2023-04-13,1.681105,1.412284,1.527590,1.377370
2023-04-14,1.676998,1.404821,1.518096,1.376822
2023-04-17,1.683015,1.405491,1.513839,1.379698
2023-04-18,1.684113,1.405673,1.516341,1.377672
2023-04-19,1.683829,1.404281,1.512647,1.377596
2023-04-20,1.674640,1.402887,1.512192,1.378672
2023-04-21,1.675941,1.400804,1.509875,1.375069
2023-04-24,1.677689,1.402907,1.514291,1.373424
2023-04-25,1.651058,1.395527,1.510015,1.379068
2023-04-26,1.644065,1.389289,1.503999,1.373830
2023-04-27,1.676795,1.399950,1.514483,1.374670
2023-04-28,1.691106,1.409203,1.524624,1.376484
2023-05-01,1.689399,1.402215,1.513168,1.377960
2023-05-02,1.670411,1.402119,1.519148,1.384276
2023-05-03,1.658946,1.401833,1.519347,1.383529
2023-05-04,1.647195,1.396568,1.514597,1.387401
2023-05-05,1.677689,1.405950,1.521575,1.381186
2023-05-08,1.678136,1.403205,1.517588,1.383211
2023-05-09,1.670777,1.401321,1.514818,1.388340
2023-05-10,1.678584,1.407916,1.523430,1.387692
2023-05-11,1.675656,1.408015,1.523113,1.388758
2023-05-12,1.673461,1.405165,1.517589,1.392345
2023-05-15,1.679234,1.407117,1.517586,1.391938
2023-05-16,1.668013,1.399061,1.508293,1.387821
2023-05-17,1.688261,1.407999,1.513998,1.389111
2023-05-18,1.704524,1.412591,1.515711,1.391040
2023-05-19,1.702044,1.410785,1.516236,1.393300
2023-05-22,1.702735,1.413922,1.517733,1.393172
2023-05-23,1.683625,1.408330,1.510124,1.394187
2023-05-24,1.671428,1.400414,1.500101,1.392310
2023-05-25,1.685902,1.404032,1.504395,1.394530
2023-05-26,1.707736,1.417797,1.519861,1.399701
2023-05-30,1.708386,1.421898,1.527228,1.402485
2023-05-31,1.698913,1.419405,1.524228,1.403278
2023-06-01,1.715054,1.427042,1.527143,1.397922
2023-06-02,1.739856,1.436795,1.535983,1.403392
2023-06-05,1.736522,1.434037,1.535716,1.404064
2023-06-06,1.740303,1.442315,1.538608,1.407133
2023-06-07,1.734286,1.435567,1.529903,1.399968
2023-06-08,1.744776,1.443179,1.535261,1.399882
2023-06-09,1.747906,1.442451,1.537437,1.402441
2023-06-12,1.763763,1.448978,1.542199,1.405781
2023-06-13,1.775392,1.450538,1.542747,1.402080
2023-06-14,1.777505,1.450791,1.542402,1.399497
2023-06-15,1.799542,1.460940,1.548557,1.399464
2023-06-16,1.793413,1.455841,1.545894,1.399155
2023-06-20,1.784108,1.452828,1.542395,1.397754
2023-06-21,1.774967,1.447098,1.534983,1.390537
2023-06-22,1.781374,1.444379,1.536417,1.392605
2023-06-23,1.767907,1.440756,1.534965,1.396045
2023-06-26,1.760684,1.437743,1.531540,1.393007
2023-06-27,1.779987,1.445377,1.536756,1.392777
2023-06-28,1.780884,1.449466,1.541492,1.396342
2023-06-29,1.787904,1.448699,1.542610,1.399214
2023-06-30,1.809002,1.459247,1.555111,1.416747
2023-07-03,1.811084,1.459344,1.554541,1.419085
2023-07-05,1.808390,1.454539,1.548234,1.418048
2023-07-06,1.794229,1.442416,1.535046,1.407201
2023-07-07,1.789699,1.442123,1.536599,1.403390
2023-07-10,1.794229,1.447175,1.542986,1.405348
2023-07-11,1.805656,1.454100,1.551816,1.412944
2023-07-12,1.820184,1.465048,1.567440,1.428253
2023-07-13,1.834630,1.474230,1.579305,1.447281
2023-07-14,1.833488,1.468883,1.571800,1.445905
2023-07-17,1.839854,1.474336,1.577494,1.455960
2023-07-18,1.853525,1.484452,1.588279,1.466870
2023-07-19,1.857647,1.489146,1.592216,1.467719
2023-07-20,1.845323,1.477359,1.578557,1.443358
2023-07-21,1.845323,1.476544,1.578013,1.441015
2023-07-24,1.853566,1.477071,1.577251,1.444132
2023-07-25,1.858626,1.479521,1.579933,1.451233
2023-07-26,1.858912,1.482045,1.584115,1.448835
2023-07-27,1.846588,1.470120,1.567868,1.442838
2023-07-28,1.864666,1.482532,1.581963,1.463927
2023-07-31,1.868217,1.487448,1.586831,1.465819
2023-08-01,1.862871,1.479615,1.578698,1.456548
2023-08-02,1.836957,1.465744,1.562947,1.438443
2023-08-03,1.831692,1.458557,1.559301,1.436769
2023-08-04,1.823408,1.460752,1.560700,1.435923
2023-08-07,1.839324,1.462486,1.565791,1.440541
2023-08-08,1.831325,1.460964,1.560645,1.430682
2023-08-09,1.819082,1.455939,1.553340,1.420217
2023-08-10,1.819735,1.452166,1.552562,1.420501
2023-08-11,1.818674,1.450711,1.550493,1.417081
2023-08-14,1.828713,1.453414,1.553350,1.421870
2023-08-15,1.807411,1.443722,1.542364,1.412095
2023-08-16,1.794148,1.434782,1.532215,1.401143
2023-08-17,1.780476,1.426565,1.522705,1.392974
2023-08-18,1.781333,1.428521,1.523983,1.392557
2023-08-21,1.792923,1.430350,1.529726,1.403855
2023-08-22,1.788067,1.431631,1.528798,1.403713
2023-08-23,1.807982,1.447114,1.544794,1.421038
2023-08-24,1.782925,1.436324,1.530298,1.406963
2023-08-25,1.795494,1.441707,1.536754,1.411416
2023-08-28,1.806880,1.447503,1.544800,1.418554
2023-08-29,1.832998,1.461944,1.562794,1.439588
2023-08-30,1.840548,1.464572,1.566542,1.445143
2023-08-31,1.837854,1.465983,1.567129,1.445345
2023-09-01,1.841283,1.467165,1.572352,1.445441
2023-09-05,1.833325,1.457193,1.565587,1.439603
2023-09-06,1.821000,1.452300,1.560118,1.430294
2023-09-07,1.815409,1.450178,1.559431,1.426530
2023-09-08,1.818143,1.451313,1.559984,1.427801
2023-09-11,1.830101,1.453841,1.563003,1.436758
2023-09-12,1.820061,1.450319,1.558567,1.425982
2023-09-13,1.822184,1.450193,1.559214,1.426679
2023-09-14,1.837895,1.456717,1.567402,1.433091
2023-09-15,1.815752,1.447652,1.560359,1.425970
2023-09-18,1.816816,1.448787,1.560833,1.430770
2023-09-19,1.813049,1.444935,1.558256,1.428564
2023-09-20,1.796381,1.439041,1.553053,1.419553
2023-09-21,1.766690,1.420808,1.539919,1.401657
2023-09-22,1.762717,1.423067,1.541532,1.403583
2023-09-25,1.770130,1.420276,1.543346,1.403210
2023-09-26,1.744124,1.409229,1.533452,1.387098
2023-09-27,1.744820,1.408790,1.533291,1.379834
2023-09-28,1.754936,1.412752,1.535606,1.381804
2023-09-29,1.750677,1.409220,1.534228,1.380212
2023-10-02,1.749981,1.402654,1.536692,1.382996
2023-10-03,1.726555,1.386387,1.524495,1.363087
2023-10-04,1.739128,1.393768,1.530357,1.376211
2023-10-05,1.738473,1.391413,1.528389,1.374565
2023-10-06,1.759113,1.397556,1.534898,1.389749
2023-10-09,1.770375,1.410631,1.541469,1.398207
2023-10-10,1.779590,1.413931,1.542794,1.403433
2023-10-11,1.786880,1.421484,1.545431,1.409460
2023-10-12,1.775986,1.409522,1.544508,1.402953
2023-10-13,1.767140,1.414234,1.540331,1.392581
2023-10-16,1.785733,1.416655,1.543364,1.403304
2023-10-17,1.785651,1.415506,1.540450,1.399165
2023-10-18,1.761857,1.407035,1.533190,1.384142
2023-10-19,1.746377,1.397546,1.525262,1.373717
2023-10-20,1.724917,1.391709,1.519859,1.360965
2023-10-23,1.721927,1.391705,1.519370,1.364016
2023-10-24,1.734910,1.401467,1.529089,1.374725
2023-10-25,1.710010,1.386554,1.518607,1.352085
2023-10-26,1.689533,1.385334,1.514390,1.337697
2023-10-27,1.681875,1.384342,1.512693,1.338810
2023-10-30,1.701983,1.387019,1.516304,1.349595
2023-10-31,1.712672,1.390568,1.519687,1.346601
2023-11-01,1.730937,1.402906,1.523457,1.352835
2023-11-02,1.764110,1.422308,1.525610,1.365040
2023-11-03,1.780204,1.434454,1.522506,1.374299
2023-11-06,1.784300,1.428953,1.521392,1.369946
2023-11-07,1.789378,1.433692,1.525280,1.371578
2023-11-08,1.790688,1.433404,1.521231,1.363666
2023-11-09,1.776723,1.422446,1.524220,1.362755
2023-11-10,1.804448,1.432565,1.525842,1.365882
2023-11-13,1.802728,1.431906,1.525968,1.368703
2023-11-14,1.837703,1.457249,1.522556,1.387835
2023-11-15,1.841593,1.454817,1.524838,1.386079
2023-11-16,1.843846,1.456962,1.530113,1.395865
2023-11-17,1.846139,1.460586,1.525632,1.395906
2023-11-20,1.860350,1.466774,1.526110,1.401387
2023-11-21,1.856296,1.464707,1.529487,1.407071
2023-11-22,1.863462,1.468726,1.531828,1.405799
2023-11-24,1.864609,1.467416,1.529822,1.409357
2023-11-27,1.861251,1.470897,1.530582,1.414536
2023-11-28,1.863094,1.474188,1.533970,1.427325
2023-11-29,1.861784,1.479311,1.535128,1.428042
2023-11-30,1.869114,1.478200,1.536617,1.423718
2023-12-01,1.880172,1.494917,1.547945,1.437453
2023-12-04,1.870302,1.489111,1.542722,1.416275
2023-12-05,1.869933,1.491401,1.542375,1.415512
2023-12-06,1.862398,1.493132,1.542159,1.413604
2023-12-07,1.876609,1.497520,1.545826,1.424809
2023-12-08,1.884676,1.496840,1.546360,1.419571
2023-12-11,1.892007,1.497356,1.546827,1.418725
2023-12-12,1.900648,1.500244,1.548669,1.424328
2023-12-13,1.926858,1.524568,1.565777,1.448780
2023-12-14,1.933042,1.537415,1.569490,1.452251
2023-12-15,1.929860,1.535365,1.568516,1.449559
2023-12-18,1.940715,1.537308,1.572089,1.457496
2023-12-19,1.952517,1.546623,1.577940,1.466137
2023-12-20,1.925460,1.536954,1.570055,1.450595
2023-12-21,1.943717,1.545161,1.577264,1.464314
2023-12-22,1.947623,1.547713,1.579674,1.468475
2023-12-26,1.955847,1.555327,1.585159,1.478280
2023-12-27,1.959383,1.561842,1.587041,1.482927
2023-12-28,1.960124,1.557961,1.585207,1.478736
2023-12-29,1.954449,1.549890,1.579602,1.472177
2024-01-02,1.943511,1.542954,1.575497,1.456093
2024-01-03,1.927639,1.532249,1.567992,1.445014
2024-01-04,1.921430,1.526036,1.563053,1.438544
2024-01-05,1.924062,1.524100,1.562386,1.440086
2024-01-08,1.951530,1.536671,1.572114,1.461283
2024-01-09,1.948569,1.534619,1.572229,1.463315
2024-01-10,1.959589,1.535964,1.573720,1.470569
2024-01-11,1.958726,1.537173,1.575641,1.473729
2024-01-12,1.960082,1.539282,1.578113,1.474775
2024-01-16,1.952887,1.530524,1.572971,1.470875
2024-01-17,1.942031,1.523037,1.566392,1.463270
2024-01-18,1.959301,1.529868,1.573109,1.477096
2024-01-19,1.983726,1.540432,1.581473,1.496063
2024-01-22,1.987920,1.546367,1.584945,1.497909
2024-01-23,1.993718,1.546845,1.586375,1.501262
2024-01-24,1.995898,1.542806,1.583167,1.505750
2024-01-25,2.006753,1.550646,1.591010,1.511565
2024-01-26,2.004204,1.548268,1.588992,1.506035
2024-01-29,2.020076,1.560591,1.598120,1.517012
2024-01-30,2.018513,1.558786,1.596336,1.510721
2024-01-31,1.985577,1.547284,1.587398,1.485574
2024-02-01,2.011564,1.562486,1.599132,1.502210
2024-02-02,2.032740,1.561203,1.600409,1.520819
2024-02-05,2.025339,1.551722,1.594177,1.517316
2024-02-06,2.031219,1.557338,1.598186,1.517147
2024-02-07,2.048161,1.560005,1.601277,1.530245
2024-02-08,2.049065,1.562464,1.602510,1.532084
2024-02-09,2.060907,1.568589,1.606857,1.544097
2024-02-12,2.060003,1.571100,1.607196,1.539624
2024-02-13,2.031630,1.548186,1.591163,1.517869
2024-02-14,2.050093,1.559189,1.599111,1.532303
2024-02-15,2.064238,1.569885,1.606135,1.538327
2024-02-16,2.053958,1.562517,1.600736,1.527100
2024-02-20,2.042650,1.558098,1.598148,1.518342
2024-02-21,2.044501,1.554176,1.595119,1.514414
2024-02-22,2.086813,1.569267,1.608629,1.550562
2024-02-23,2.088252,1.573707,1.611970,1.548040
2024-02-26,2.080604,1.571892,1.608947,1.545544
2024-02-27,2.084469,1.574750,1.610943,1.548833
2024-02-28,2.081714,1.573244,1.610176,1.543102
2024-02-29,2.089198,1.581165,1.616620,1.551521
2024-03-01,2.108811,1.595220,1.627808,1.568557
2024-03-04,2.106550,1.596692,1.629563,1.565245
2024-03-05,2.085497,1.592338,1.625913,1.546478
2024-03-06,2.096064,1.599620,1.631024,1.554407
2024-03-07,2.116871,1.607477,1.636212,1.571018
2024-03-08,2.104165,1.604386,1.634198,1.557177
2024-03-11,2.102356,1.602060,1.633238,1.553945
2024-03-12,2.124972,1.603227,1.634880,1.570250
2024-03-13,2.121641,1.602405,1.634217,1.563803
2024-03-14,2.117447,1.592912,1.628547,1.559436
2024-03-15,2.102907,1.588327,1.624672,1.546922
2024-03-18,2.115405,1.591240,1.628616,1.557639
2024-03-19,2.127161,1.595838,1.633402,1.563544
2024-03-20,2.146835,1.607581,1.641549,1.578108
2024-03-21,2.153930,1.613701,1.646802,1.583204
2024-03-22,2.149846,1.611509,1.646338,1.582769
2024-03-25,2.143907,1.609271,1.643746,1.578121
2024-03-26,2.139947,1.608986,1.643506,1.574372
2024-03-27,2.157931,1.622032,1.653636,1.582881
2024-03-28,2.157518,1.625219,1.656336,1.580489
2024-04-01,2.153765,1.621157,1.654396,1.577878
2024-04-02,2.140071,1.614987,1.650936,1.569562
2024-04-03,2.142422,1.618412,1.652305,1.571531
2024-04-04,2.116271,1.609855,1.646332,1.557463
2024-04-05,2.138379,1.616652,1.651823,1.568014
2024-04-08,2.139576,1.619801,1.654240,1.569768
2024-04-09,2.142051,1.625652,1.658697,1.573017
2024-04-10,2.120602,1.608454,1.648210,1.558395
2024-04-11,2.136606,1.619050,1.655925,1.568622
2024-04-12,2.107114,1.607829,1.650373,1.553387
2024-04-15,2.080716,1.598311,1.644315,1.536170
2024-04-16,2.076921,1.595568,1.642133,1.533261
2024-04-17,2.064629,1.589340,1.637549,1.525832
2024-04-18,2.060381,1.587863,1.637567,1.522937
