,SPY,QQQ,IWM,TLT,GLD,HYG,UUP
2020-02-07,303.586853,220.884430,152.600128,120.105835,147.789993,62.926861,22.983610
2020-02-10,305.853241,223.553955,153.460861,120.438461,148.169998,63.012661,23.018093
2020-02-11,306.383270,223.592468,154.525208,119.831375,147.660004,63.055592,22.992229
2020-02-12,308.357239,225.770493,155.589539,119.224335,147.539993,63.220127,23.052576
2020-02-13,308.028290,225.481369,155.996780,119.681740,148.380005,63.241589,23.078442
2020-02-14,308.521729,226.127045,155.395203,120.205620,149.000000,63.234440,23.069820
2020-02-18,307.726654,226.213821,155.061981,121.028908,150.910004,63.105640,23.156029
2020-02-19,309.197968,228.382187,155.857925,121.020584,151.789993,63.134304,23.199135
2020-02-20,307.927765,226.262009,156.237411,121.968567,152.410004,63.241589,23.268103
2020-02-21,304.756561,221.915649,154.654785,123.107826,154.699997,63.184338,23.130165
2020-02-24,294.649231,213.357788,149.999390,124.945694,156.089996,62.504810,23.138786
2020-02-25,285.720673,207.556213,144.668396,125.610947,153.300003,62.068459,23.069820
2020-02-26,284.669769,208.625885,142.993210,124.945694,153.970001,62.132843,23.087061
2020-02-27,271.884766,198.179199,137.958359,126.301109,154.000000,61.295921,22.949125
2020-02-28,270.742462,198.333420,135.431702,129.153519,148.380005,61.546291,22.871534
2020-03-02,282.467407,208.568085,139.781647,128.203186,149.199997,62.013279,22.750839
2020-03-03,274.379578,201.879883,136.930954,130.193695,153.889999,61.747456,22.656010
2020-03-04,285.912628,210.302826,140.827499,128.811234,154.160004,62.595272,22.733599
2020-03-05,276.408417,203.913376,136.347946,132.017578,157.490005,61.804932,22.561178
2020-03-06,271.839050,200.472885,133.645401,138.888290,157.550003,61.107960,22.431864
2020-03-09,250.609970,186.547134,120.651093,142.652573,157.809998,58.478287,22.190474
2020-03-10,263.577698,196.704727,124.418015,135.340378,154.479996,59.376404,22.518074
2020-03-11,250.728699,188.137283,116.504753,130.360153,153.929993,58.083122,22.552559
2020-03-12,226.739716,170.886765,103.630753,131.168076,147.789993,55.762390,22.793947
2020-03-13,246.122833,185.361771,110.572159,128.203186,143.279999,57.515518,23.656046
2020-03-16,219.191147,163.157715,95.902618,136.506363,141.639999,54.354134,22.897398
2020-03-17,231.025772,175.531830,100.298859,127.403748,143.559998,54.864262,23.302586
2020-03-18,219.328247,170.192825,92.524467,120.216644,140.699997,52.442936,23.656046
2020-03-19,219.794296,171.214325,96.134010,123.489502,138.039993,51.264618,24.216412
2020-03-20,210.322449,164.506882,93.847969,132.775391,140.110001,50.115032,24.147444
2020-03-23,204.944855,164.625641,92.459694,138.247009,146.300003,49.310307,24.112961
2020-03-24,223.513565,177.373886,100.918953,135.673599,153.399994,51.343647,23.837086
2020-03-25,226.859573,176.060425,102.173256,135.365463,151.300003,52.787819,23.612942
2020-03-26,240.105896,185.331802,108.528275,136.031693,153.240005,55.201958,23.233618
2020-03-27,232.954147,178.957748,104.579597,139.662750,152.250000,55.345684,23.043955
2020-03-30,240.519547,185.467010,106.883774,138.513412,152.919998,55.819859,23.147409
2020-03-31,236.934540,183.883179,106.344894,137.389175,148.050003,55.374413,23.130165
2020-04-01,226.271255,176.070084,99.097900,139.314102,149.449997,53.854382,23.276720
2020-04-02,231.492584,179.643448,100.036316,140.198166,151.899994,54.273193,23.397415
2020-04-03,228.146561,177.093781,97.202545,140.531662,152.649994,53.110630,23.526733
2020-04-06,243.470291,189.755081,104.644646,140.164749,156.880005,54.403179,23.535351
2020-04-07,243.718414,189.677765,104.914085,138.696915,156.039993,54.403179,23.319826
2020-04-08,251.899689,193.705109,109.698944,137.687683,154.649994,55.818481,23.406036
2020-04-09,255.733017,193.985138,114.948372,137.938004,158.690002,59.472336,23.233618
2020-04-13,253.398117,196.080872,111.835876,136.678604,161.410004,58.620239,23.199135
2020-04-14,260.871490,204.608658,114.102890,136.645248,162.679993,58.865757,23.069820
2020-04-15,255.328568,202.261826,109.448105,140.264893,161.850006,58.316975,23.242239
2020-04-16,256.560272,205.951065,108.621201,141.857788,161.710007,58.259201,23.345690
2020-04-17,263.491394,207.921234,113.406052,139.956253,158.570007,58.555256,23.285345
2020-04-20,258.849182,205.458527,112.068176,141.082169,159.699997,57.674309,23.362932
2020-04-21,250.989716,197.877228,109.392349,142.858597,158.610001,56.620010,23.397415
2020-04-22,256.560272,203.749115,110.720970,141.399094,161.729996,57.118267,23.466385
2020-04-23,256.541901,203.314529,111.807991,142.149765,163.339996,57.089378,23.475006
2020-04-24,260.117767,206.520889,113.731262,142.483307,162.639999,56.555058,23.423281
2020-04-27,263.868225,208.182022,118.237389,139.831131,161.559998,56.786098,23.362932
2020-04-28,262.654816,204.261002,119.956230,141.440781,160.839996,56.959419,23.337070
2020-04-29,269.530853,211.504318,125.856056,140.706894,161.729996,57.963120,23.242239
2020-04-30,267.021301,211.417374,121.071152,139.063828,158.800003,58.078648,23.095682
2020-05-01,259.952240,205.458527,116.267715,140.254730,159.779999,57.076851,23.121546
2020-05-04,260.669312,207.853653,116.769409,139.595016,160.339996,56.997059,23.250860
2020-05-05,263.077728,210.210144,117.670639,138.701477,161.020004,57.490353,23.268103
2020-05-06,261.294373,211.504318,116.806572,136.463348,158.949997,57.163952,23.380177
2020-05-07,264.447388,214.227798,118.404640,138.743164,161.389999,57.308983,23.311209
2020-05-08,268.823059,217.163696,122.975792,136.939392,160.419998,57.853058,23.302586
2020-05-11,268.878082,219.104889,122.362572,135.870499,159.419998,57.591896,23.388796
2020-05-12,263.518982,214.517487,117.967957,137.265106,160.039993,57.519352,23.345690
2020-05-13,258.858398,211.832611,114.019272,138.225449,161.580002,57.214672,23.388796
2020-05-14,261.956238,214.237427,114.390923,139.578308,163.009995,57.018822,23.414660
2020-05-15,263.160431,215.628159,116.211967,139.219177,163.929993,57.098606,23.431902
2020-05-18,271.176178,219.645767,123.273102,136.162796,162.690002,58.106953,23.242239
2020-05-19,268.390930,219.095261,120.838875,136.672134,164.259995,58.179482,23.224997
2020-05-20,272.950409,223.470215,124.499496,137.081375,164.649994,58.796143,23.147409
2020-05-21,271.065918,221.036469,124.722511,137.423767,162.250000,58.781609,23.199135
2020-05-22,271.580780,221.799423,125.326408,138.250458,163.210007,58.926670,23.268103
2020-05-26,274.926697,221.200668,128.940598,136.396561,160.889999,59.369225,23.095682
2020-05-27,279.017334,222.407837,132.945084,136.146027,161.179993,59.492527,23.087061
2020-05-28,278.502563,222.118164,129.795425,135.644974,161.720001,59.550579,22.966366
2020-05-29,279.743530,225.372787,129.052094,136.613663,162.910004,59.789959,22.931883
2020-06-01,280.874237,226.048828,130.287811,135.693924,163.660004,60.242229,22.802567
2020-06-02,283.199890,227.565094,131.365601,135.200516,162.600006,60.839382,22.776705
2020-06-03,286.968781,228.588791,134.533844,133.402771,159.600006,61.123375,22.638769
2020-06-04,286.214966,226.985657,134.338715,131.471268,161.279999,60.934093,22.552559
2020-06-05,293.550568,231.486145,139.532379,130.534729,158.009995,61.509388,22.595663
2020-06-08,297.098816,233.282471,142.236084,131.036423,159.720001,61.582214,22.535316
2020-06-09,294.883484,234.972565,139.606705,132.524918,161.259995,61.101593,22.466349
2020-06-10,293.237976,237.792618,135.815979,134.489822,163.570007,61.014164,22.354275
2020-06-11,276.333130,226.010178,125.456535,137.031799,162.389999,59.448391,22.578423
2020-06-12,279.642426,227.806534,128.466782,135.710571,162.619995,60.038315,22.638769
2020-06-15,282.253082,230.578278,131.436951,135.785904,162.330002,60.620941,22.543936
2020-06-16,287.685791,234.537979,134.597229,133.703812,162.250000,60.868546,22.612904
2020-06-17,286.490784,235.281601,132.164108,134.255661,162.559998,60.584499,22.630148
2020-06-18,286.601074,235.919006,132.117462,135.677185,162.240005,60.562653,22.716358
2020-06-19,284.963196,235.880371,131.436951,135.785904,164.029999,60.358723,22.742220
2020-06-22,286.791260,238.709213,132.751389,135.802597,165.089996,60.315044,22.621525
2020-06-23,288.111542,240.740845,133.310699,134.874435,166.479996,60.402462,22.543936
2020-06-24,280.762207,235.777863,128.985138,136.321014,165.899994,59.783417,22.647390
2020-06-25,283.772156,238.022324,130.933517,136.714081,165.800003,59.805256,22.681871
2020-06-26,277.032135,232.401398,127.409607,138.177399,166.539993,59.237202,22.716358
2020-06-29,281.103851,234.936127,131.576767,137.742554,166.630005,58.902187,22.724979
2020-06-30,284.704681,239.541275,133.478485,137.073654,167.369995,59.441116,22.690495
2020-07-01,286.698944,242.337143,132.210678,136.807388,166.619995,59.626171,22.638769
2020-07-02,288.277710,243.981812,132.751389,136.949692,166.979996,60.064957,22.656010
2020-07-06,292.728119,249.980026,133.711609,136.388794,167.979996,60.496437,22.535316
2020-07-07,289.708862,248.257950,131.343674,138.305893,169.039993,60.094185,22.587042
2020-07-08,291.924774,251.528000,132.322556,137.753311,170.089996,60.255127,22.466349
2020-07-09,290.262848,253.646637,129.647003,139.946793,169.630005,60.123440,22.543936
2020-07-10,293.226624,255.378448,131.735199,139.243439,169.190002,60.328220,22.509455
2020-07-13,290.687592,250.125198,130.066559,139.703934,169.399994,59.999119,22.474970
2020-07-14,294.454590,251.895645,132.220001,139.904785,170.190002,60.511059,22.431864
2020-07-15,297.159760,252.408371,137.067657,139.251831,170.339996,60.854778,22.371517
2020-07-16,296.181122,250.686295,136.256638,139.913223,168.729996,60.913311,22.449106
2020-07-17,297.039825,250.976486,136.657501,139.620255,170.119995,61.081516,22.354275
2020-07-20,299.440308,258.096924,136.070206,139.963470,170.940002,61.447193,22.319790
2020-07-21,300.077362,255.407425,137.999908,140.047150,173.000000,61.732407,22.181854
2020-07-22,301.785522,256.307190,138.074478,140.465790,175.630005,61.856735,22.121508
2020-07-23,298.184601,249.612381,138.214355,142.106537,177.179993,61.812847,22.078403
2020-07-24,296.264221,247.242157,136.182022,142.098206,178.699997,61.871338,21.983574
2020-07-27,298.424713,251.653748,137.599060,141.570786,182.229996,62.017643,21.819773
2020-07-28,296.531952,248.451477,136.228699,142.550201,183.750000,61.856735,21.854258
2020-07-29,300.178955,251.315140,139.230453,142.307449,185.130005,62.200474,21.750803
2020-07-30,299.107910,252.630875,138.680420,143.245010,183.759995,62.332104,21.664595
2020-07-31,301.471527,257.139221,137.375305,143.153030,185.429993,62.449089,21.793911
2020-08-03,303.567383,260.612335,139.612701,142.432297,185.639999,62.464535,21.793911
2020-08-04,304.739990,261.579865,140.572906,143.789948,189.589996,62.442520,21.716320
2020-08-05,306.632721,262.227966,143.369644,142.532806,191.350006,62.552673,21.621489
2020-08-06,308.682465,265.701111,143.313690,143.328934,193.889999,62.692150,21.621489
2020-08-07,308.903992,262.634247,145.588379,142.373566,190.809998,62.537983,21.750803
2020-08-10,309.827332,261.512054,147.098572,141.736633,190.149994,62.567333,21.785288
2020-08-11,307.269806,256.558716,146.250305,140.052002,179.940002,62.001972,21.819773
2020-08-12,311.553802,263.011627,146.846924,138.778198,179.100006,62.016655,21.750803
2020-08-13,310.990570,263.611389,146.539246,137.294739,183.330002,61.847767,21.742184
2020-08-14,310.999817,263.301849,146.445999,136.758484,182.539993,61.737587,21.707699
2020-08-17,311.987762,266.359039,147.201157,137.101990,186.500000,62.104759,21.612869
2020-08-18,312.661774,268.922699,145.793472,138.082626,188.179993,62.200191,21.492174
2020-08-19,311.359894,267.113647,145.802795,137.219345,182.240005,62.023975,21.664595
2020-08-20,312.329376,270.819031,145.206146,138.459763,183.500000,62.229553,21.604248
2020-08-21,313.437378,272.695770,144.134079,139.289429,182.029999,62.222229,21.707699
2020-08-24,316.613403,274.398560,145.644287,139.063141,181.000000,62.508595,21.742184
2020-08-25,317.721375,276.555878,145.802795,137.998764,181.220001,62.574715,21.664595
2020-08-26,320.906708,282.457428,144.889206,137.470734,183.360001,62.567333,21.638733
2020-08-27,321.608398,281.577026,145.243454,135.132584,181.240005,62.471889,21.664595
2020-08-28,323.685883,283.008942,146.473984,135.031982,184.389999,62.523266,21.492174
2020-08-31,322.513214,285.282379,144.898499,135.928772,184.830002,62.435181,21.466311
2020-09-01,325.550812,290.158386,146.557907,137.483429,185.050003,62.775021,21.509417
2020-09-02,330.259583,292.905914,147.723190,138.792313,182.619995,62.848766,21.587006
2020-09-03,318.893951,278.055511,143.360306,139.186661,181.139999,62.458019,21.595625
2020-09-04,316.290283,274.350220,142.446686,136.543732,181.639999,62.288483,21.630110
2020-09-08,307.648285,261.163757,139.705902,137.382736,181.289993,61.941944,21.742184
2020-09-09,313.723541,268.835754,141.822113,137.013565,183.050003,62.428516,21.707699
2020-09-10,308.276123,263.476013,139.976288,137.710022,182.460007,62.133671,21.750803
2020-09-11,308.433167,261.647522,139.044006,138.003632,182.449997,62.258991,21.707699
2020-09-14,312.495605,266.204193,142.707748,137.995300,183.889999,62.192635,21.655973
2020-09-15,314.074402,269.977295,142.978073,137.659668,183.449997,62.362171,21.673214
2020-09-16,312.828033,265.672119,144.329849,137.248535,183.970001,62.362171,21.699078
2020-09-17,310.076630,261.521790,143.276382,137.668030,182.960007,62.295864,21.621489
2020-09-18,306.506805,258.184052,142.903488,137.240143,183.199997,62.141010,21.647352
2020-09-21,303.095490,258.803192,137.897354,137.936462,179.520004,61.639702,21.802532
2020-09-22,306.182281,263.611389,138.960114,137.827408,178.649994,61.853500,21.880117
2020-09-23,299.081696,255.562180,134.820160,138.011948,174.789993,61.226856,22.000813
2020-09-24,299.878876,256.752258,134.820160,138.540619,175.440002,61.263710,21.966330
2020-09-25,304.726929,262.721405,137.009903,138.540619,174.940002,61.153130,22.026676
2020-09-28,309.788300,268.177795,140.388138,138.146255,176.699997,61.551239,21.957708
2020-09-29,308.101227,266.968536,139.751801,138.305695,178.190002,61.602852,21.854258
2020-09-30,310.437195,268.796997,140.172882,136.980026,177.119995,61.853500,21.854258
2020-10-01,312.430237,273.063477,142.409500,137.205963,178.699997,62.066006,21.819773
2020-10-02,309.463806,265.381958,143.036453,136.693573,178.539993,62.066006,21.871498
2020-10-05,314.951569,271.041443,146.985535,134.022720,179.410004,62.532425,21.776669
2020-10-06,310.474213,266.204193,146.564392,134.745010,177.300003,62.391754,21.837013
2020-10-07,315.878571,270.809265,149.764801,133.762329,177.220001,62.613838,21.811150
2020-10-08,318.678070,272.250763,151.467957,134.484680,177.850006,62.754536,21.802532
2020-10-09,321.523804,276.410889,152.254028,134.459366,181.080002,62.895206,21.673214
2020-10-12,326.696411,284.943848,153.274033,134.887787,180.559998,63.213600,21.647352
2020-10-13,324.564392,284.934113,152.254028,135.853745,177.720001,62.932243,21.776669
2020-10-14,322.525024,282.554169,150.747375,136.164459,178.270004,62.776756,21.724943
2020-10-15,322.126465,280.657990,152.300812,135.929291,178.919998,62.732323,21.828394
2020-10-16,321.931763,279.119720,151.926483,135.551300,178.300003,62.658257,21.802532
2020-10-19,317.037323,274.562988,150.111084,135.039001,178.389999,62.436180,21.733562
2020-10-20,318.307281,275.153107,150.438614,133.753937,179.250000,62.658257,21.664595
2020-10-21,317.704681,274.940338,149.147186,133.292038,180.600006,62.650898,21.552523
2020-10-22,319.447540,274.930664,151.720612,131.906189,178.830002,62.761944,21.638733
2020-10-23,320.532013,275.472412,152.600281,132.712494,178.639999,62.835995,21.587006
2020-10-26,314.608521,271.341400,149.306259,133.947098,178.550003,62.280712,21.664595
2020-10-27,313.524078,273.460052,148.024231,134.845825,179.020004,62.310364,21.621489
2020-10-28,302.808136,262.798706,143.466888,134.971832,176.130005,61.792046,21.759424
2020-10-29,305.885712,267.394196,145.179413,133.661606,175.399994,61.969727,21.845634
2020-10-30,302.696899,260.612335,143.261032,132.342911,176.199997,62.102989,21.871498
2020-11-02,306.089661,261.192841,145.815796,133.334198,177.910004,62.250977,21.897362
2020-11-03,311.493958,265.710754,149.951981,132.560654,178.919998,62.786312,21.776669
2020-11-04,318.455597,277.571808,150.120407,135.436218,178.820007,63.373756,21.742184
2020-11-05,324.666382,284.808319,154.322128,135.671707,182.929993,63.596836,21.535278
2020-11-06,324.592194,285.021088,153.114990,134.032104,183.190002,63.373756,21.457687
2020-11-09,328.670959,279.197083,158.664246,131.215469,175.080002,63.857082,21.595625
2020-11-10,328.188904,274.195404,161.612000,130.458694,175.660004,63.767872,21.595625
2020-11-11,330.626923,280.328979,161.546478,130.929504,174.899994,63.745567,21.621489
2020-11-12,327.419434,279.013306,159.066666,133.157669,175.960007,63.314278,21.621489
2020-11-13,331.952484,281.460907,162.360641,132.981018,177.160004,63.529881,21.578384
2020-11-16,336.096069,283.657135,166.225464,132.661606,177.149994,63.886810,21.526657
2020-11-17,334.288422,282.757355,167.002182,133.527588,176.500000,63.909115,21.492174
2020-11-18,330.265320,280.667542,164.662704,133.914352,175.490005,63.790134,21.500793
2020-11-19,331.655762,282.863831,165.926010,134.603729,175.160004,64.005768,21.466311
2020-11-20,329.384674,280.928864,166.103836,135.797836,175.690002,63.886810,21.492174
2020-11-23,331.359131,280.938477,169.210663,135.175583,172.229996,63.983494,21.526657
2020-11-24,336.698547,284.885712,172.392349,133.830322,169.589996,64.176781,21.423208
2020-11-25,336.179474,286.636810,171.802841,133.418304,169.509995,64.147049,21.388721
2020-11-27,337.115784,289.277954,172.532730,134.713135,167.789993,64.251160,21.345617
2020-11-30,335.623352,289.868042,169.397827,134.544983,166.669998,64.184219,21.397343
2020-12-01,339.294159,293.583160,170.969986,132.561188,170.179993,64.349220,21.207682
2020-12-02,340.007904,293.960510,171.147720,131.509079,171.460007,64.528374,21.181818
2020-12-03,339.915253,294.376434,172.111649,132.569626,172.809998,64.565712,21.069746
2020-12-04,342.844452,295.576111,176.116837,130.625366,172.320007,64.834435,21.095608
2020-12-07,342.139954,297.249817,176.285278,131.803696,174.889999,64.804573,21.130093
2020-12-08,343.141052,298.255920,178.549957,132.426575,175.500000,64.752342,21.155954
2020-12-09,340.063538,291.503052,177.249130,131.988907,172.500000,64.655258,21.164576
2020-12-10,339.952362,292.673645,178.961624,133.158783,172.169998,64.774712,21.104227
2020-12-11,339.553680,292.025574,178.082016,133.630112,172.490005,64.707565,21.155954
2020-12-14,338.033417,294.144287,178.290390,133.259811,171.539993,64.722473,21.095608
2020-12-15,342.603424,297.288422,182.749298,132.813705,173.940002,64.924042,21.026640
2020-12-16,343.141052,298.923462,182.092209,132.460175,174.899994,64.826981,21.000778
2020-12-17,345.059937,300.877777,184.260651,132.109711,176.740005,64.923653,20.888702
2020-12-18,343.682190,299.968292,183.368912,131.713730,176.440002,64.976173,20.914566
2020-12-21,342.453339,299.407074,183.274963,132.236053,175.880005,64.743767,20.957670
2020-12-22,341.876160,300.221283,185.358932,132.918503,174.490005,64.826210,21.069746
2020-12-23,342.183380,298.709320,186.935959,132.000137,175.649994,65.118614,20.974913
2020-12-24,343.514648,300.027435,186.813904,132.522522,176.350006,65.253532,20.992157
2020-12-28,346.465729,303.051270,186.119293,132.581573,175.710007,65.335976,20.992157
2020-12-29,345.804749,303.322693,182.514603,132.412964,176.350006,65.253532,20.923187
2020-12-30,346.298065,303.332336,184.373291,132.699478,177.699997,65.388428,20.836977
2020-12-31,348.057587,304.078705,184.044769,132.893173,178.360001,65.440910,20.897324
2021-01-04,343.319153,299.785095,181.641602,132.733170,182.330002,65.305984,20.914566
2021-01-05,345.683624,302.256561,184.448349,131.747421,182.869995,65.328484,20.793873
2021-01-06,347.750366,298.069672,191.995651,129.042892,179.899994,65.208534,20.768009
2021-01-07,352.916962,305.280548,195.412598,127.905434,179.479996,65.395966,20.888702
2021-01-08,354.927917,309.205750,194.990189,127.492699,173.339996,65.493370,20.923187
2021-01-11,352.535400,304.737762,194.821182,127.282013,173.000000,65.141022,21.052502
2021-01-12,352.609833,304.253174,198.313232,127.180809,174.119995,65.223541,20.940432
2021-01-13,353.559418,306.307831,196.895782,128.613144,173.369995,65.418404,21.009399
2021-01-14,352.321259,304.669922,200.829010,127.408340,173.279999,65.403427,20.966291
2021-01-15,349.751892,302.256561,197.834503,127.913925,171.130005,65.298485,21.104227
2021-01-19,352.498199,306.666473,200.369003,128.326721,172.580002,65.485863,21.043882
2021-01-20,357.376221,313.799805,201.251450,128.453094,175.389999,65.605820,21.035261
2021-01-21,357.702057,316.310089,199.505402,127.551605,175.279999,65.568336,20.940432
2021-01-22,356.435974,315.398987,201.824036,127.964417,173.899994,65.440910,20.983536
2021-01-25,357.841736,318.006195,201.626862,129.472626,174.050003,65.455894,21.009399
2021-01-26,357.283142,318.471466,200.228226,129.228241,173.619995,65.358467,20.949051
2021-01-27,348.551025,309.593506,196.557831,129.556870,172.520004,65.171082,21.078365
2021-01-28,351.548615,311.425293,195.928909,128.840683,172.679993,65.365974,21.026640
2021-01-29,344.510712,304.873413,192.962555,128.065521,172.610001,65.193565,21.052502
2021-02-01,350.245270,312.491486,197.703110,128.213989,174.229996,65.402672,21.155954
2021-02-02,355.197876,317.589447,200.519226,127.387360,172.110001,65.560684,21.181818
2021-02-03,355.477142,316.329498,201.120041,126.257050,171.850006,65.613373,21.173197
2021-02-04,359.517426,320.070648,205.222183,125.919624,168.149994,65.748772,21.268026
2021-02-05,360.932404,321.156097,208.066483,124.865288,169.809998,65.846581,21.147333
2021-02-08,363.539062,323.307648,213.379623,125.413475,171.520004,66.042213,21.138712
2021-02-09,363.296967,323.239929,214.384079,125.506340,172.080002,65.921822,21.026640
2021-02-10,363.138672,322.503296,212.975983,126.341400,172.710007,65.906754,21.018017
2021-02-11,363.725220,324.276886,212.731873,125.649666,171.210007,65.936867,21.009399
2021-02-12,365.521881,326.089355,213.332687,124.089218,170.690002,66.042213,21.026640
2021-02-16,365.205383,325.207397,211.990341,122.199730,168.240005,65.936867,21.026640
2021-02-17,365.289124,323.646942,210.328796,122.975792,166.330002,65.914268,21.112850
2021-02-18,363.734467,322.231934,207.071457,122.478096,166.320007,65.824013,21.043882
2021-02-19,363.092163,320.826599,211.389557,120.850136,167.009995,65.831528,20.992157
2021-02-22,360.299377,312.510803,210.019043,119.930695,169.509995,65.628380,20.931810
2021-02-23,360.736908,311.580322,208.169754,119.584831,169.119995,65.786407,20.949051
2021-02-24,364.711945,314.148743,213.088638,118.800400,169.000000,65.854088,20.914566
2021-02-25,355.923981,303.196716,205.212814,116.860313,165.820007,65.229668,20.983536
2021-02-26,354.090088,304.466400,204.931168,120.723572,161.809998,65.034050,21.138712
2021-03-01,362.673309,313.625427,212.215622,119.129128,161.529999,65.764175,21.155954
2021-03-02,359.843231,308.595215,208.132172,119.137596,162.410004,65.666023,21.078365
2021-03-03,355.076813,299.639740,205.879272,117.845436,160.619995,65.454613,21.138712
2021-03-04,350.682800,294.735535,200.124939,117.085381,159.039993,65.205429,21.276648
2021-03-05,357.134247,299.174561,204.367950,117.313400,159.139999,65.401749,21.354239
2021-03-08,355.356110,290.703705,205.334839,116.401283,157.490005,64.926064,21.474934
2021-03-09,360.429688,302.169434,209.652969,118.014359,160.839996,65.016655,21.354239
2021-03-10,362.673309,301.306793,213.295166,118.250839,161.660004,65.220543,21.319752
2021-03-11,366.350372,308.246338,217.988708,117.397812,161.520004,65.462158,21.216301
2021-03-12,366.843842,305.745728,219.274826,114.906479,161.490005,65.280922,21.285271
2021-03-15,369.031525,309.011993,220.053894,115.582130,162.199997,65.288490,21.328373
2021-03-16,368.566132,310.708069,216.374146,115.117630,162.350006,65.137489,21.328373
2021-03-17,369.822815,311.987396,218.073181,114.256172,163.509995,65.228088,21.224924
2021-03-18,364.442017,302.431061,211.436478,113.099190,162.559998,64.729790,21.354239
2021-03-19,363.767700,303.497101,213.032288,113.800163,163.240005,64.978928,21.362860
2021-03-22,366.672394,309.188721,211.427094,115.075409,163.000000,65.212990,21.319752
2021-03-23,363.786316,307.839813,203.757812,116.114166,161.809998,65.280922,21.449068
2021-03-24,361.937042,302.648010,199.045441,116.739136,162.369995,65.318710,21.500793
2021-03-25,363.973206,302.124023,203.764786,115.818565,161.779999,65.431931,21.561142
2021-03-26,369.838623,306.655945,207.479675,115.413200,162.240005,65.628281,21.535278
2021-03-29,369.651733,306.568634,201.639282,114.433533,160.309998,65.666023,21.587006
2021-03-30,368.671173,305.025635,205.034409,115.033173,157.570007,65.507469,21.673214
2021-03-31,370.165466,309.693329,207.790054,114.391327,159.960007,65.824585,21.655973
2021-04-01,374.162933,314.972504,210.423386,116.289833,161.979996,65.963989,21.561142
2021-04-05,379.533295,321.260834,211.580154,115.782478,161.919998,65.994232,21.492174
2021-04-06,379.309113,321.037689,210.959427,116.568932,163.220001,66.107895,21.440447
2021-04-07,379.748108,321.814056,207.554916,115.757111,162.759995,66.085182,21.466311
2021-04-08,381.550690,325.171661,209.313583,116.712738,164.509995,66.107895,21.371481
2021-04-09,384.324677,327.141693,209.341782,116.289833,163.270004,66.062447,21.388721
2021-04-12,384.464722,326.714752,208.523590,116.239197,162.279999,65.994232,21.380100
2021-04-13,385.604156,330.528442,207.978134,117.110184,163.429993,66.039734,21.302511
2021-04-14,384.287292,326.559448,210.028397,116.738106,162.720001,66.009407,21.276648
2021-04-15,388.415527,331.508636,210.940643,118.691628,165.350006,66.274590,21.276648
2021-04-16,389.713776,331.896851,211.279221,117.769821,166.350006,66.138229,21.250788
2021-04-19,387.799072,328.859314,208.532990,117.431580,165.889999,66.032158,21.130093
2021-04-20,384.959839,326.462372,204.263245,117.972740,166.479996,65.918510,21.164576
2021-04-21,388.602264,329.257294,209.257187,118.209610,168.130005,66.138229,21.138712
2021-04-22,385.053162,325.288116,208.391922,118.725464,167.039993,66.016998,21.199059
2021-04-23,389.228058,329.383423,212.323120,118.446381,166.399994,66.191254,21.078365
2021-04-26,390.040558,331.528015,214.533264,118.277306,166.839996,66.160965,21.078365
2021-04-27,389.956543,330.091797,214.853043,117.245537,166.419998,66.070061,21.086985
2021-04-28,389.844482,328.975769,215.219833,117.321648,166.910004,66.198822,21.009399
2021-04-29,392.328857,330.159729,214.420425,116.974892,166.220001,66.274590,21.018017
2021-04-30,389.751068,327.995667,211.504944,117.245537,165.660004,66.244255,21.190439
2021-05-03,390.591705,326.248901,212.539459,117.315857,167.809998,66.270134,21.095608
2021-05-04,388.182037,320.377777,210.000137,118.111977,166.580002,66.232124,21.190439
2021-05-05,388.303406,319.300659,209.163116,118.306755,167.270004,66.361359,21.181818
2021-05-06,391.404297,321.707275,209.341782,118.501472,170.059998,66.338524,21.078365
2021-05-07,394.252899,324.317780,211.975189,117.917107,171.589996,66.384163,20.923187
2021-05-10,390.348816,316.127258,206.586227,116.722931,172.110001,66.232124,20.923187
2021-05-11,386.865051,315.690674,205.927856,116.062347,172.139999,66.163704,20.905947
2021-05-12,378.646027,307.519684,199.241058,114.842812,170.429993,65.844444,21.061123
2021-05-13,383.194489,309.897156,202.908936,115.020645,171.130005,66.080048,21.026640
2021-05-14,389.078552,316.738708,207.865280,116.096268,172.690002,66.292938,20.940432
2021-05-17,388.088593,314.817261,208.147415,115.850601,174.699997,66.171333,20.914566
2021-05-18,384.744965,312.691986,206.567368,115.554222,175.039993,66.011681,20.819736
2021-05-19,383.736206,313.051086,204.978012,115.274704,175.160004,65.836830,20.914566
2021-05-20,387.864380,319.106476,206.341660,116.223267,175.960007,66.118088,20.811115
2021-05-21,387.546906,317.340393,206.877747,116.595924,176.039993,66.216911,20.880083
2021-05-24,391.497681,322.677765,208.222626,117.027885,176.350006,66.292938,20.828356
2021-05-25,390.628998,323.124084,206.209991,118.111977,177.949997,66.300545,20.802492
2021-05-26,391.404297,324.249817,210.056610,117.908661,177.639999,66.323326,20.880083
2021-05-27,391.609741,323.036743,212.219696,117.434334,177.710007,66.292938,20.862841
2021-05-28,392.310181,324.055695,212.078644,117.248070,178.380005,66.270134,20.880083
2021-06-01,391.964661,322.978577,214.486237,117.221741,177.899994,66.469200,20.845596
2021-06-02,392.581116,323.609344,214.740204,117.493179,178.770004,66.553055,20.845596
